Country,ISO_code,Years,Age,Any_method,Any_modern_method,Female_Sterilization,Male_Sterilization,Pill,Injectable,IUD,Male_condom,Vaginal_barrier_methods,Implant,Other_modern_methods,Any_traditional_method,Rhythm,Withdrawal,Other_traditional_methods
South Africa,710,1987-1989,<50,"49,7","48,4",8,"1,4","13,2","19,6","5,3","0,7","0,2",0,0,"1,2","0,2","0,4","0,6"
South Africa,710,1998,15-49,"56,3","55,1","15,8","2,1","10,6","23,2","1,8","1,7",0,0,0,"1,2","0,3","0,6","0,3"
South Africa,710,2003-2004,15-49,"59,9","59,8","14,3","0,7","10,9","28,4",1,"4,6",0,0,0,0,0,0,0
South Sudan,728,2006,15-49,"3,5",1,0,0,"0,2",0,0,"0,8","0,1",0,0,"2,5",0,"0,1","2,5"
South Sudan,728,2010,15-49,4,"1,2","0,1",0,"0,3","0,4",0,"0,4",0,0,0,"2,8","1,7","0,3","0,8"
Spain,724,1977,18-49,"47,1","18,6","2,5",0,11,0,"0,5","4,6",0,0,0,"25,8",6,"21,6","0,9"
Spain,724,1985,18-49,"59,4",38,"4,3","0,3","15,5",0,"5,7","12,2",0,0,0,"21,5","3,6","15,8","2,1"
Spain,724,1994-1995,20-49,"81,1","67,4","12,1","8,1","14,6","0,2","7,6","24,3","0,6",0,0,"13,6","1,9","11,4","0,3"
Spain,724,1999,15-49,"71,7",66,"10,1",9,"13,1","0,1","6,6",27,"0,1",0,0,"5,7","0,8",4,"0,9"
Spain,724,2006,15-49,"65,7","62,3","5,6","7,9","17,2","0,2","6,4","24,8","0,2",0,0,"3,5","0,3","1,9","1,3"
Sri Lanka,144,1975,15-49,"34,4","20,2","9,8","0,8","1,7","0,4","5,2","2,3",0,0,0,"14,2","8,9","1,6","3,7"
Sri Lanka,144,1975,15-49,"43,2","19,7","8,1",1,"2,4",0,"5,9","2,3",0,0,0,"23,5",0,0,0
Sri Lanka,144,1977,15-49,"48,6","26,9","13,7","1,7","2,4",0,"5,4","3,7",0,0,0,"21,7",0,0,0
Sri Lanka,144,1981-1982,15-49,"47,7","33,7",20,"3,9","2,5","1,4","3,1","2,8",0,0,0,14,"10,3","3,5","0,2"
Sri Lanka,144,1982,15-49,"57,8","31,9","18,1","3,8","2,7",0,"2,9","3,3",0,0,1,26,"14,2","5,1","6,7"
Sri Lanka,144,1987,15-49,"61,7","40,6","24,9","4,9","4,1",0,"2,1","1,9",0,0,"2,7","21,1","14,9","3,4","2,8"
Sri Lanka,144,1993,15-49,"66,1","43,7","23,5","3,7","5,5","4,6",3,"3,3",0,"0,1",0,"22,4","15,2",5,"2,2"
Sri Lanka,144,2000,15-49,70,"49,6",21,"2,1","6,7","10,8","5,1","3,7",0,"0,1","0,1","20,4","11,9","7,1","1,4"
Sri Lanka,144,2006-2007,15-49,"68,4","52,4","16,3","0,7","8,1","14,8","6,5","5,7",0,"0,3",0,16,"10,1","5,8","0,2"
State of Palestine,275,1996,15-49,"45,2","30,7",0,0,"3,8",0,"21,5",0,0,0,"5,4","14,5",0,0,0
State of Palestine,275,2000,15-49,"51,4","36,7","2,7","0,1","5,8","0,4","24,6","2,8","0,3",0,0,"14,8",4,"5,5","5,3"
State of Palestine,275,2004,15-49,"50,6","37,3","2,7",0,"6,2","0,7","23,7","3,8","0,2",0,0,"13,3","3,8","5,2","4,3"
State of Palestine,275,2006-2007,15-49,"50,2","38,9",0,0,7,0,"24,8",0,0,0,"7,1","11,3",0,0,0
State of Palestine,275,2010,15-49,"52,5","41,4","2,6",0,"6,7","0,7","26,3","4,8",0,0,"0,3","11,1",2,"6,1","2,9"
Sudan,729,1978-1979,15-50,"4,6","3,9","0,3",0,"3,1","0,2","0,1","0,1",0,0,0,"0,7","0,4","0,1",0
Sudan,729,1989-1990,15-49,"8,7","5,6","0,8",0,"3,9","0,1","0,7","0,1",0,0,0,"3,1","2,2","0,3","0,6"
Sudan,729,1992-1993,15-49,"9,9","6,9",0,0,"5,1",0,"0,6",0,0,0,"1,2",3,0,0,0
Sudan,729,1999,15-49,7,"5,4",0,0,4,0,0,0,0,0,"1,4",2,2,0,0
Sudan,729,2006,15-49,"9,5","7,8","0,5",0,"6,2","0,7","0,4",0,0,0,0,"1,6","0,3","0,1","1,2"
Sudan,729,2010,15-49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,740,1992,15-44,48,"46,6","5,8",0,"32,6","1,9","1,4","4,8",0,0,0,"1,4",0,0,0
Suriname,740,1999-2000,15-49,"42,1","40,6","9,3","0,1","24,5","2,6","1,7","2,5",0,0,0,"1,5","0,5","0,4","0,5"
Suriname,740,2006,15-49,"45,6",45,"9,1","0,1","27,3","3,1","1,5","3,9",0,0,0,"0,6","0,3","0,1","0,2"
Suriname,740,2010,15-49,"47,6","47,2","11,1","0,1","24,7","4,4",2,"4,7",0,"0,2","0,1","0,4","0,3","0,1",0
Swaziland,748,1988,15-49,"19,8","17,1","3,2","0,2","5,5","5,5","1,8","0,7","0,2",0,0,"2,8","0,5","1,2","1,1"
Swaziland,748,2000,15-49,"27,7",26,6,0,"5,4","11,6","1,2","1,8",0,0,0,"1,7","0,4","0,8","0,5"
Swaziland,748,2002,15-49,"40,1","38,6","2,2",0,"5,6","13,5","0,9","16,2",0,0,"0,2","1,5","0,4","0,6","0,5"
Swaziland,748,2006-2007,15-49,"50,6","46,8","5,8","0,2","9,9","17,2","1,4","12,2",0,"0,1","0,1","3,8","0,3","2,2","1,3"
Swaziland,748,2010,15-49,"65,2",63,"5,2","0,3","10,7","21,3","1,1","22,4",0,"1,8","0,2","2,1","0,2","1,1","0,8"
Sweden,752,1981,20-44,78,72,0,0,23,0,20,0,0,0,29,6,0,0,0
Sweden,752,1996,18-44,"75,2","64,8",0,0,"27,4",0,"16,2","16,4","0,7",0,"4,1","10,4","2,6","7,8",0
Switzerland,756,1980,See notes,"71,2","64,9",0,0,28,0,"10,6","8,4","2,1",0,"15,8","6,4","4,2","1,8","0,4"
Switzerland,756,1994-1995,20-49,82,"77,5","13,8","8,3","34,1","0,3",6,"14,2","0,9",0,0,"4,5","2,3","2,2",0
Syrian Arab Republic,760,1978,<50,"29,5","22,4","0,5","0,1","17,5","0,5","0,9",1,"1,9",0,0,7,"4,2","2,3","0,5"
Syrian Arab Republic,760,1993,15-49,"39,6","28,3","2,2",0,"9,9",0,"15,7","0,3","0,2",0,0,"11,3","6,7",1,"3,6"
Syrian Arab Republic,760,2001,15-49,"46,6","35,1","1,4",0,"12,3","0,3",20,"0,9","0,1",0,0,"11,5","8,6",1,"1,9"
Syrian Arab Republic,760,2006,15-49,"58,3","42,6","1,2",0,"12,9","0,9","25,7","1,6","0,2",0,0,"15,7","9,2","1,7","4,8"
Syrian Arab Republic,760,2009-2010,15-49,"53,9","37,5","2,6",0,"8,9","0,9","22,8","2,1",0,0,0,"16,4","8,9",0,"7,5"
Tajikistan,762,2000,15-49,"33,9","27,3","0,2","0,1","0,6","0,9","25,1","0,4",0,0,0,"6,6","2,5",3,"1,1"
Tajikistan,762,2005,15-49,"37,9","33,1","0,4","0,4","2,1","2,4","26,3","1,4",0,0,0,"4,9","0,3","1,4","3,2"
Tajikistan,762,2007,15-49,"37,1","31,7",0,0,"2,6","0,7","25,9","1,3","0,9",0,"0,3","5,5","1,9","0,7","2,9"
Tajikistan,762,2012,15-49,"27,9","25,7","0,6",0,"2,3",2,"18,5","2,2",0,0,0,"2,2","0,1","1,9","0,1"
Thailand,764,1969-1970,15-44,"14,8","14,8","5,5","2,1","3,8","0,4","2,2","0,8",0,0,0,0,0,0,0
Thailand,764,1972-1973,15-44,"26,3","25,7","6,8","2,9","10,4","0,9","4,6","0,1",0,0,0,"0,6",0,0,0
Thailand,764,1975,15-44,"36,7","33,9","7,4","2,2","15,2","2,1","6,5","0,5",0,0,0,"2,9",0,0,0
Thailand,764,1978,15-44,"53,4","49,3",13,"3,5","21,9","4,7",4,"2,2",0,0,0,"4,1",0,0,0
Thailand,764,1981,15-44,59,"56,3","18,7","4,2","20,2","7,1","4,2","1,9",0,0,0,"2,7",0,0,0
Thailand,764,1984,15-44,"64,6",62,"23,5","4,4","19,8","7,6","4,9","1,8",0,0,0,"2,6",0,"1,3","1,3"
Thailand,764,1987,15-49,"65,5","63,6","22,8","5,7","18,6","8,5","6,9","1,1",0,0,0,"1,9","0,9","0,9","0,1"
Thailand,764,1987,15-44,"70,5","68,3","25,4","3,8","19,9","10,9","6,2","1,9",0,"0,2",0,"2,3",0,0,0
Thailand,764,1989,15-44,"66,2","64,2","22,6","3,4","24,2","9,3","4,2",0,0,0,"0,5",2,0,0,0
Thailand,764,1993,15-44,"73,9","72,2","19,8","2,8","27,2","14,8","5,7","1,9",0,0,0,"1,9","0,9",1,0
Thailand,764,1995-1996,15-44,"75,2","73,8","23,9","1,9","28,4","14,3","3,5","0,5",0,"1,3",0,"1,4",0,0,0
Thailand,764,1996-1997,15-44,"72,2","69,8",22,2,"23,1","16,4","3,2","1,8",0,"1,3",0,"2,4",0,0,0
Thailand,764,2001,15-49,"77,8","76,1","26,4","1,9","28,4","13,6","2,7","1,9",0,"1,2",0,"1,6","0,6","0,8","0,2"
Thailand,764,2005-2006,15-49,"73,8","72,5","24,9","0,7","31,3","12,5","1,1","0,8",0,"0,7","0,5","1,3","0,5",0,"0,8"
Thailand,764,2005-2006,15-49,"71,5","70,1","24,5",1,"30,9","10,4","1,2","1,4",0,"0,7",0,"1,4","0,6","0,4","0,4"
Thailand,764,2006,15-49,"81,1","79,8","26,6","0,9","36,7","12,4","1,2","1,2",0,"0,8",0,"1,3","0,9",0,"0,4"
Thailand,764,2009,15-49,"79,6","77,5","23,7","0,9",35,14,"0,9","2,3",0,"0,4","0,3","2,2","1,7",0,"0,5"
Thailand,764,2012,15-49,"79,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
The former Yugoslav Republic of Macedonia,807,1970,15-44,"43,2","3,1",0,0,1,0,"0,4","1,7",0,0,0,"40,1","0,6","39,5",0
The former Yugoslav Republic of Macedonia,807,2011,15-49,"40,2","12,8","0,7",0,"1,6","0,2",2,"8,3",0,0,"0,1","27,4","2,1","25,3",0
Timor-Leste,626,1991,15-49,"25,1","20,4","0,2",0,"1,4","10,5","4,5","0,2",0,"3,6",0,"4,7","1,4","0,5","2,8"
Timor-Leste,626,1994,15-49,"22,6","20,7","0,1",0,2,"14,4",1,"0,2",0,3,0,"1,9","0,9",0,1
Timor-Leste,626,1997,15-49,"26,7","25,1","1,2",0,"1,9","17,7","1,8",0,0,"2,4",0,"1,6","1,2",0,"0,4"
Timor-Leste,626,2001,15-49,8,"6,6",0,0,"0,5","5,3",0,0,0,0,"0,8","1,3","1,2",0,"0,1"
Timor-Leste,626,2003,15-49,10,7,"0,6",0,"0,8","5,5",0,0,0,"0,1",0,"2,9","1,1",0,"1,8"
Timor-Leste,626,2007,15-49,"19,8","15,8",0,0,"1,9","12,5",0,0,0,0,"1,4",4,"2,7","0,6","0,7"
Timor-Leste,626,2009-2010,15-49,"22,3","20,6","0,8",0,"1,7","15,7","1,3","0,2",0,"0,8",0,"1,7",1,"0,4","0,3"
Togo,768,1988,15-49,"33,9","3,1","0,6",0,"0,4","0,2","0,8","0,4","0,6",0,0,"30,8","6,4","2,3","22,1"
Togo,768,1998,15-49,"23,5",7,"0,4",0,"1,2","2,1",1,"1,5","0,3","0,6",0,"16,5","5,4","1,2","9,9"
Togo,768,2000,15-49,"25,7","9,3","0,7",0,"2,5",3,"0,2","1,6","0,2",1,"0,1","16,4","6,2","0,4","9,8"
Togo,768,2006,15-49,"16,8","11,1","0,3",0,2,"3,3","0,4","3,8","0,1",1,"0,1","5,7","4,9","0,3","0,5"
Togo,768,2010,15-49,"15,2","13,2","0,3",0,"2,4",6,"0,2","2,5",0,"1,7","0,1","2,1","0,9","0,1",1
Trinidad and Tobago,780,1970-1971,15-44,"43,6","36,5",2,"0,1","17,1",0,3,"9,8","4,5",0,0,"9,2","2,4","4,3","2,5"
Trinidad and Tobago,780,1977,15-49,"60,2","53,4",5,"0,2",21,"1,2","2,6","17,5","5,9",0,0,"6,8","2,7","3,3","0,8"
Trinidad and Tobago,780,1987,15-49,"52,7","44,4","8,2","0,2",14,"0,8","4,4","11,8",5,0,0,"8,2","2,6","5,3","0,3"
Trinidad and Tobago,780,2000,15-49,"38,2","33,2","7,2","0,2","10,2","0,9","2,2","11,7","0,5","0,4",0,5,"0,8","1,1","3,1"
Trinidad and Tobago,780,2006,15-49,"42,5","37,7","8,4","0,1","10,9","2,4","2,5",13,"0,1","0,3",0,"4,8","1,7","1,8","1,4"
Tunisia,788,1978,15-49,"31,4","24,7","7,5",0,"6,5","0,1","8,7","1,2","0,7",0,0,"6,7","3,8",2,"0,9"
Tunisia,788,1983,15-49,"41,1","34,2","12,5",0,"5,3","0,4","13,2","1,3","1,5",0,0,"6,9","4,4","1,8","0,7"
Tunisia,788,1988,15-49,"49,8","40,4","11,5",0,"8,8","0,8",17,"1,3",1,0,0,"9,4","6,3","2,4","0,7"
Tunisia,788,1994-1995,15-49,60,51,"14,5",0,"11,1",1,"21,5","1,6","1,3",0,0,9,6,"2,3","0,7"
Tunisia,788,2000,15-49,"65,5","56,7","11,1","0,1",11,"1,9","31,6","0,5","0,1","0,3","0,1","8,8","6,9","0,5","1,4"
Tunisia,788,2001,15-49,"62,6","53,1",0,0,"10,9","1,7","27,6","1,6","0,4","0,4","10,5","9,6","7,4","1,7","0,5"
Tunisia,788,2006,15-49,"60,2","51,5","5,6",0,"14,5","1,4","27,8","1,3","0,3","0,3","0,3","8,7",8,"0,6","0,1"
Tunisia,788,2011-2012,15-49,"62,5",50,"3,1",0,19,1,"25,3","1,1",0,"0,4","0,1","12,5","10,8","0,6","1,1"
Turkey,792,1963,<45,"22,1","6,7",0,0,1,0,0,"4,3","1,4",0,0,21,0,"10,4","10,6"
Turkey,792,1968,<45,"31,6","9,3",0,0,"2,2",0,"1,6","4,4","1,1",0,0,"29,8",0,18,"11,8"
Turkey,792,1973,<45,"36,8","11,4",0,0,0,0,0,0,0,0,0,"25,4",0,0,0
Turkey,792,1978,15-49,"50,4","17,8","0,6","0,2","8,1","0,4",4,"4,1","0,4",0,0,"32,6","1,3","22,2","9,1"
Turkey,792,1983,15-49,"50,6","22,4","1,1",0,"7,4","0,2","7,3",4,0,0,"2,4","28,2","1,2","24,8","2,2"
Turkey,792,1988,15-49,"63,4","31,1","1,7","0,1","6,2","0,1",14,"7,2",0,0,"1,8","32,3","3,5","25,7","3,1"
Turkey,792,1993,15-49,"62,6","34,5","2,9",0,"4,9","0,1","18,8","6,6","1,2",0,0,"28,1",1,"26,2","0,9"
Turkey,792,1998,15-49,"63,9","37,7","4,2",0,"4,4","0,5","19,8","8,2","0,6",0,0,"26,1","1,1","24,4","0,6"
Turkey,792,2003,15-49,71,"42,5","5,7","0,1","4,7","0,4","20,2","10,8","0,6",0,0,"28,5","1,1","26,4",1
Turkey,792,2008,15-49,73,46,"8,3","0,1","5,3","0,9","16,9","14,3","0,1",0,0,27,"0,6","26,2","0,2"
Turkmenistan,795,2000,15-49,"61,8","45,2","1,8",0,"1,2",1,39,2,0,0,"0,2","16,6","2,1","5,3","9,2"
Turkmenistan,795,2006,15-49,48,46,0,0,"1,7","0,6","42,5","0,9","0,1","0,1","0,1","2,1",0,"0,8","1,3"
Tuvalu,798,2007,15-49,"30,5","22,4","8,5",0,"2,2","8,4","1,3","0,5",0,"1,5",0,"8,1","5,9","1,2",1
Uganda,800,1988-1989,15-49,"4,9","2,5","0,8",0,"1,1","0,4","0,2",0,0,0,0,"2,4","1,6","0,3","0,4"
Uganda,800,1995,15-49,"14,8","7,8","1,4",0,"2,6","2,5","0,4","0,8",0,0,0,7,"3,5","0,6","2,9"
Uganda,800,2000-2001,15-49,"22,8",14,2,0,"3,2","6,4","0,2","1,9",0,"0,3",0,"8,8","2,5","1,1","5,2"
Uganda,800,2004-2005,15-49,"19,7",16,"1,7",0,3,"9,7","0,2",1,0,"0,3",0,"3,7","0,3","0,3","3,1"
Uganda,800,2006,15-49,"23,7","17,9","2,4","0,1","2,9","10,2","0,2","1,7",0,"0,3",0,"5,8","2,8","2,1","0,9"
Uganda,800,2011,15-49,30,"25,8","2,9","0,1","2,9","14,1","0,5","2,7",0,"2,7",0,"4,2","1,4","2,1","0,7"
Ukraine,804,1999,15-44,"67,5","37,6","1,4",0,3,0,"18,6","13,5","0,8",0,"0,3","29,9","10,4","19,5",0
Ukraine,804,2000,15-49,"71,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,804,2005,15-49,"65,6","58,2","1,3",0,"10,7","0,1","24,8","20,3","0,5","0,1","0,4","7,4","2,7","4,1","0,5"
Ukraine,804,2007,15-49,"66,7","47,5","0,6",0,"4,8",0,"17,7","23,8","0,5",0,0,"19,1","7,2","10,3","1,6"
Ukraine,804,2012,15-49,"65,4",47,"0,9",0,"6,4",0,"13,9","24,2","0,9","0,1","0,4","18,5",3,"14,6","0,9"
United Arab Emirates,784,1995,15-49,"27,5","23,6","4,2","0,1",12,"1,4","3,7",2,"0,2",0,0,4,"1,6","1,4",1
United Kingdom,826,1986,16-49,81,78,15,16,19,1,8,16,3,0,0,8,2,6,0
United Kingdom,826,1989,16-49,69,66,11,12,22,0,5,15,1,0,0,6,1,4,1
United Kingdom,826,1991,16-49,70,70,12,13,23,0,5,16,1,0,0,5,1,3,1
United Kingdom,826,1993,16-49,82,82,14,18,23,0,6,18,3,0,0,4,1,3,0
United Kingdom,826,1995,16-49,82,80,14,17,22,1,4,19,3,0,0,6,2,4,0
United Kingdom,826,1997-1998,16-49,74,74,11,10,26,0,4,21,2,0,2,6,2,4,0
United Kingdom,826,1998,16-49,83,81,13,18,22,2,6,19,1,0,0,6,2,4,0
United Kingdom,826,1998-1999,16-49,82,82,14,18,23,0,5,20,3,0,2,9,3,6,0
United Kingdom,826,1999-2000,16-49,76,76,11,11,26,0,5,22,1,0,3,7,2,5,0
United Kingdom,826,2000-2001,16-49,80,80,13,16,21,0,7,22,1,0,2,5,2,3,0
United Kingdom,826,2001-2002,16-49,83,82,12,19,24,0,4,19,1,0,3,6,2,4,0
United Kingdom,826,2002,16-49,80,80,11,18,23,3,5,19,1,0,0,7,2,5,0
United Kingdom,826,2002-2003,16-49,84,81,13,17,22,0,7,18,1,0,3,5,1,4,0
United Kingdom,826,2003-2004,16-49,84,84,14,19,21,0,5,22,1,0,2,6,2,4,0
United Kingdom,826,2004-2005,16-49,82,79,11,18,21,0,5,20,1,0,3,6,2,4,0
United Kingdom,826,2005-2006,16-49,82,82,14,20,26,3,9,25,3,1,1,8,2,6,0
United Kingdom,826,2006-2007,16-49,84,84,12,20,31,3,8,25,1,1,0,9,4,5,0
United Kingdom,826,2007-2008,16-49,82,82,9,19,29,3,11,27,0,2,0,10,3,7,0
United Kingdom,826,2008-2009,16-49,84,84,8,21,28,2,10,27,1,1,2,8,2,6,0
United Republic of Tanzania,834,1991-1992,15-49,"10,4","6,6","1,6",0,"3,4","0,4","0,4","0,7",0,0,0,"3,9","1,4","1,9","0,6"
United Republic of Tanzania,834,1994,15-49,"20,4","13,1",2,0,"5,6","2,8",1,"1,7",0,0,0,"7,4","2,3","2,8","2,2"
United Republic of Tanzania,834,1996,15-49,"18,4","13,3","1,9",0,"5,5","4,5","0,6","0,8",0,0,0,5,2,"2,6","0,4"
United Republic of Tanzania,834,1999,15-49,"25,4","16,9",2,0,"5,3","6,3","0,4","2,7",0,0,0,"8,5","2,2","3,5","2,9"
United Republic of Tanzania,834,2003-2004,15-49,"28,2","23,4",2,0,"7,1","11,8","0,5","1,3",0,"0,5",0,"4,8","1,9","1,1","1,7"
United Republic of Tanzania,834,2004-2005,15-49,"26,4","19,5","2,6",0,"5,9","8,3","0,2",2,0,"0,5",0,"6,9",2,3,"1,8"
United Republic of Tanzania,834,2009-2010,15-49,"34,4","26,1","3,5",0,"6,7","10,6","0,6","2,3",0,"2,3",0,"8,3","3,1","2,9","2,2"
United States of America,840,1955,18-39,"58,8","37,3","8,4","0,9",0,0,0,"15,9","12,1",0,0,"21,4",11,0,"10,4"
United States of America,840,1965,15-44,"66,5","49,1","3,1","2,7","18,9",0,"0,7","14,6","9,1",0,0,"17,4","7,7","2,7",7
United States of America,840,1970,15-44,"67,6","56,8","4,6","4,9","23,9",0,"5,1",10,"8,3",0,0,"10,8","4,8","1,6","4,4"
United States of America,840,1973,15-44,"69,6","63,5","8,6","7,8","25,1",0,"6,7","9,4","5,9",0,0,"6,2","2,8","1,5","1,9"
United States of America,840,1975,15-44,79,"73,2","12,9","11,8","27,1",0,"6,9","8,6","5,9",0,0,"5,8","2,2","1,6",2
United States of America,840,1976,15-44,"67,7","60,5","9,5",9,"22,5",0,"6,3","7,3","5,9",0,0,"7,1","3,4",2,"1,7"
United States of America,840,1982,15-44,"69,5",64,"18,7","10,8","13,4",0,"4,8","9,8","6,5",0,0,"5,5","3,2","1,2","1,1"
United States of America,840,1988,15-44,"74,3","69,1","23,4","12,9","15,1",0,"1,5","10,6","5,6",0,0,"5,2",2,"1,7","1,5"
United States of America,840,1990,15-44,"70,7","66,6","23,7","13,6","14,5",0,1,"9,9","2,9",0,1,4,"2,4","0,5","1,1"
United States of America,840,1995,15-44,"76,4","70,5","23,8","13,2","15,6","1,4","0,7","13,3","1,8","0,7",0,"5,7","2,3","2,3","1,1"
United States of America,840,2002,15-44,"72,8","68,1","21,7","11,2","17,2","2,2","1,9",12,"0,2",1,"0,7","4,7","1,7",3,0
United States of America,840,2006-2008,15-44,"77,1","71,6","22,1","10,6","17,7","1,7","5,2","11,4",0,0,"2,9","5,5","0,9","4,7",0
United States of America,840,2006-2010,15-44,"76,4","70,4","22,1",11,"16,3",0,"5,2","11,8",0,0,"3,9",6,"1,3",0,"4,7"
United States Virgin Islands,850,2002,18-44,"78,4","72,6","19,2","2,1","18,8","5,2","1,4","25,3","0,5",0,0,"5,8","3,7","0,5","1,6"
Uruguay,858,1986,15-49,83,"72,4",0,0,"42,7",0,"9,7","11,5","2,7",0,"5,8","10,7","5,3",5,"0,4"
Uruguay,858,2004,15-50,77,"74,8","5,4","0,8","23,9",0,"12,3","30,8",0,0,"1,6","2,2","1,5","0,7",0
Uzbekistan,860,1996,15-49,"55,6","51,3","0,7",0,"1,7","1,4","45,8","1,7",0,0,0,"4,3","1,1","2,8","0,4"
Uzbekistan,860,2000,15-49,"67,2","62,5","1,4","0,1","2,6","1,3","56,3","0,7",0,0,"0,1","4,7","1,5","1,3","1,9"
Uzbekistan,860,2002,15-49,"67,7",60,"2,6",0,"1,6",2,"51,8",2,0,0,0,"7,7","1,1","3,5","3,1"
Uzbekistan,860,2006,15-49,"64,9","59,3","2,1","0,1","2,3","2,7","49,7","2,1","0,1","0,1","0,1","5,6","1,7","1,1","2,8"
Vanuatu,548,1983-1984,15-49,"24,4","20,8","5,3",0,"5,9","7,7","1,5","0,1","0,3",0,0,"3,6","0,5",0,"3,1"
Vanuatu,548,1995,15-49,39,"32,1","10,3",0,"13,8","0,1","4,1",0,0,0,"3,8","6,9","4,2",0,"2,7"
Vanuatu,548,2007,15-49,"38,4","36,8","5,8","0,3","15,7","10,6","2,5","1,1","0,4","0,2","0,2","1,6","0,8","0,2","0,6"
Venezuela (Bolivarian Republic of),862,1977,15-44,"60,3","46,1","9,3",0,"18,7",0,"10,5","5,9",0,0,"1,7","14,2",0,"5,8","8,4"
Venezuela (Bolivarian Republic of),862,1993,15-49,58,"54,5",0,0,24,0,9,"1,5",0,0,20,"3,5",0,"3,5",0
Venezuela (Bolivarian Republic of),862,1998,15-49,"70,3","61,7",0,0,"21,1",0,"9,5","3,4",0,0,"27,7","8,6","3,6","4,5","0,5"
Viet Nam,704,1988,15-49,"53,2","37,7","2,7","0,3","0,4",0,"33,1","1,2",0,0,0,"15,4","8,1",7,"0,3"
Viet Nam,704,1994,15-49,65,"43,8","3,9","0,2","2,1","0,2","33,3",4,"0,1",0,0,"21,2","9,8","11,2","0,2"
Viet Nam,704,1997,15-49,"75,3","55,8","6,3","0,5","4,3","0,2","38,5","5,9",0,0,0,"19,5","7,3","11,9","0,3"
Viet Nam,704,1998,15-49,"71,9","57,9",0,0,0,0,0,0,0,0,0,14,0,0,0
Viet Nam,704,2000,15-49,"72,7","61,1","5,7","0,4","6,9","0,5","41,6","5,8","0,2",0,0,"11,6",0,0,"11,5"
Viet Nam,704,2000,15-49,"74,2","55,7","6,1","0,6","5,4","0,4",37,"6,1",0,0,"0,2","18,5","11,1","6,6","0,8"
Viet Nam,704,2001,15-49,"73,9","61,1","5,7","0,4","7,4","0,5","41,2","5,8","0,1",0,0,"12,8",0,0,"12,8"
Viet Nam,704,2002,15-49,"76,9","64,7","5,5","0,4",8,"0,7","43,4","6,5","0,2",0,0,"12,2",0,0,"12,1"
Viet Nam,704,2002,15-49,"78,5","56,7","5,9","0,5","6,3","0,4","37,7","5,8",0,0,0,"21,9","7,5","14,3","0,1"
Viet Nam,704,2003,15-49,"75,3","63,5","5,2","0,4","8,6","0,7","42,9","5,6","0,1",0,0,"11,8",0,0,"11,8"
Viet Nam,704,2004,15-49,"75,7","64,6",5,"0,3",9,"0,8","42,3",7,"0,3",0,0,"11,1",0,0,"11,1"
Viet Nam,704,2005,15-49,"76,8","65,7","4,8","0,3","9,6","0,9","42,5","7,4","0,2",0,0,"11,1",0,0,"11,1"
Viet Nam,704,2006,15-49,78,"67,1",0,0,0,0,0,0,0,0,0,"10,9",0,0,0
Viet Nam,704,2006,15-49,"81,8","68,4","4,5","0,2","8,7",0,"45,1",9,0,0,"0,9","13,4","9,2",4,"0,2"
Viet Nam,704,2006,15-49,"75,7","60,4","5,8","0,5",9,"1,2","35,9","7,6","0,1","0,1","0,3","15,3","10,2","4,4","0,7"
Viet Nam,704,2007,15-49,79,"68,2","4,4","0,3","10,4","0,9","43,7","8,3",0,"0,1",0,"10,8","7,2","3,3","0,3"
Viet Nam,704,2008,15-49,"79,4","68,8",4,"0,2","10,5","0,9","44,4","8,7",0,"0,2",0,"10,7",0,0,"10,7"
Viet Nam,704,2010,15-49,78,"67,5",3,"0,2","12,1","1,4","40,6","10,2",0,0,0,"10,5",0,0,"10,5"
Viet Nam,704,2010-2011,15-49,"77,8","59,8","3,9","0,1","10,1","1,7",31,"12,7",0,"0,2","0,1","17,8","11,3","6,3","0,2"
Viet Nam,704,2011,15-49,"78,1","68,5","2,6","0,2","12,3","1,3","41,5","10,6",0,0,0,"9,6",0,0,"9,6"
Yemen,887,1979,<50,"1,7","1,6","0,2","0,2",1,"0,1","0,1","0,1",0,0,0,"0,1",0,"0,1",0
Yemen,887,1991-1992,15-49,"9,7","6,1","0,8","0,1","3,2","0,6","1,2","0,1",0,0,"0,1","3,6","0,5","0,6","2,5"
Yemen,887,1997,15-49,"20,8","9,8","1,4","0,1","3,8","1,2",3,"0,3","0,1",0,0,11,"1,1","1,7","8,2"
Yemen,887,2003,15-49,"23,1","13,4","1,7","0,1","6,3","1,3","3,4","0,4","0,1",0,0,"9,7","1,7","2,1","5,9"
Yemen,887,2006,15-49,"27,7","19,2","2,3",0,9,"3,5",4,"0,4",0,0,0,"8,4","1,1","0,5","6,8"
Zambia,894,1992,15-49,"15,2","8,9","2,1",0,"4,3","0,1","0,5","1,8","0,1",0,0,"6,3","0,9",3,"2,4"
Zambia,894,1996-1997,15-49,"25,9","14,4",2,0,"7,2",1,"0,4","3,5","0,1",0,0,"11,5","1,9","4,5","5,2"
Zambia,894,1999,15-49,22,"17,6","0,4","0,2","12,6","2,5","0,5","1,2",0,"0,2",0,"4,4","2,1","0,4","1,8"
